keys,fr,en
"La Terre Qui Refuse de Garder","La Terre Qui Refuse de Garder","The Earth That Refuses to Keep"
"Deuil : Le serviteur allié mort revient immédiatement en jeu.","Deuil : Le serviteur allié mort revient immédiatement en jeu.","Mourning: The dead allied minion immediately returns to play."
"Le sol ici ne garde rien. Il rend, mais jamais tel quel.","Le sol ici ne garde rien. Il rend, mais jamais tel quel.","The ground here keeps nothing. It gives back, but never as it was."
"Autel Qui Ne Reconnaît Rien","Autel Qui Ne Reconnaît Rien","Altar That Recognizes Nothing"
"Deuil : Un serviteur Abomination allié aléatoire mute.","Deuil : Un serviteur Abomination allié aléatoire mute.","Mourning: A random allied Abomination minion mutates."
"Chaque mort nourrit l'autel. L'autel, lui, ne rend jamais la même forme deux fois.","Chaque mort nourrit l'autel. L'autel, lui, ne rend jamais la même forme deux fois.","Every death feeds the altar. The altar, though, never gives back the same shape twice."
"Ce-Qui-A-Cessé-de-S'arrêter","Ce-Qui-A-Cessé-de-S'arrêter","That-Which-Has-Stopped-Stopping"
"REMPART, ASSIMILATION
Dernier Souffle : Invoque 3 Amas Informes 1/2 en rangée Avant.","REMPART, ASSIMILATION
Dernier Souffle : Invoque 3 Amas Informes 1/2 en rangée Avant.","TAUNT, ASSIMILATION
Deathrattle: Summon 3 Formless Masses 1/2 in the Front row."
"Elle n'était pas un monstre. Elle était une croissance qu'on a laissée trop longtemps.","Elle n'était pas un monstre. Elle était une croissance qu'on a laissée trop longtemps.","It was not a monster. It was a growth left unchecked for far too long."
"Voix-Sous-la-Peau","Voix-Sous-la-Peau","Voice Beneath the Skin"
"Arrivée : Le serviteur allié adjacent gagne CHAIR ADAPTATIVE de façon permanente.","Arrivée : Le serviteur allié adjacent gagne CHAIR ADAPTATIVE de façon permanente.","Arrival: The adjacent allied minion permanently gains ADAPTIVE FLESH."
"Elle ne donne pas d'ordres. Elle se contente de murmurer, et la chair voisine écoute.","Elle ne donne pas d'ordres. Elle se contente de murmurer, et la chair voisine écoute.","It gives no orders. It merely whispers, and the neighboring flesh listens."
"Le Poids-Qui-Marche","Le Poids-Qui-Marche","The Walking Weight"
"MUTATION, ASSIMILATION","MUTATION, ASSIMILATION","MUTATION, ASSIMILATION"
"On ne sait pas ce qu'il porte. Lui non plus.","On ne sait pas ce qu'il porte. Lui non plus.","No one knows what it carries. Neither does it."
"Le Reste-Qui-Veille","Le Reste-Qui-Veille","The Watching Remnant"
"Il grandit à chaque garde tombée, la sienne comme celle d'en face.","Il grandit à chaque garde tombée, la sienne comme celle d'en face.","It grows with every guard that falls, its own and the enemy's."
"MUTATION","MUTATION","MUTATION"
"REMPART, ASSIMILATION","REMPART, ASSIMILATION","TAUNT, ASSIMILATION"
"REMPART, MUTATION","REMPART, MUTATION","TAUNT, MUTATION"
MENU_LOCKED_TUTORIAL,"Termine d'abord le tutoriel","Finish the tutorial first"
tutorial.click_to_continue,"Clique n'importe où pour continuer","Click anywhere to continue"
tutorial.drag_to_continue,"Fais glisser la carte surlignée pour continuer","Drag the highlighted card to continue"
tutorial.action_hint,"Effectue l'action indiquée pour continuer","Do the indicated action to continue"
tutorial.hint_end_turn,"Clique sur « Fin du tour » quand tu es prêt","Click ""End Turn"" when you're ready"
tutorial.hint_watch,"Patiente, c'est au tour de l'adversaire","Wait, it's the opponent's turn"
tutorial.hint_attack,"Clique ton serviteur puis la cible à attaquer","Click your minion, then the target to attack"
tutorial.turn2_end_wait,"Plus rien à jouer ce tour ? Termine-le pour laisser l'adversaire agir.","Nothing left to play this turn? End it to let the opponent act."
tutorial.turn3_end_wait,"Bien joué ! Termine ton tour pour continuer.","Well played! End your turn to continue."
tutorial.zone_rows,"Ton plateau a deux rangées : Avant (les serviteurs ici sont attaqués en premier ; elle doit être vide pour que ton héros adverse soit attaquable) et Arrière (protégée tant que l'Avant n'est pas vide). Certaines cartes sont Hybrides et peuvent aller dans l'une ou l'autre.","Your board has two rows: Front (minions here are attacked first; it must be empty for the enemy hero to become attackable) and Back (protected as long as the Front isn't empty). Some cards are Hybrid and can go in either row."
tutorial.zone_resource,"La zone Ressource n'accueille que les cartes-ressource (comme Chair) : une seule par tour et par camp, elle augmente ton mana.","The Resource zone only holds resource cards (like Flesh): one per turn per side, it raises your mana."
tutorial.zone_ritual,"La zone Rituel accueille les sorts Rituel : ils restent en jeu et se déclenchent plusieurs fois, jusqu'à épuisement de leurs charges.","The Ritual zone holds Ritual spells: they stay in play and trigger multiple times, until their charges run out."
tutorial.zone_enchantment,"La zone Enchantement accueille les Enchantements : des effets passifs permanents, actifs jusqu'à ce que l'enchantement soit détruit.","The Enchantment zone holds Enchantments: permanent passive effects, active until the enchantment is destroyed."
tutorial.zone_graveyard,"Chaque camp a son cimetière (bouton en bas de son côté) : les serviteurs morts et les sorts joués y atterrissent. Clique dessus à tout moment pour le consulter, le tien comme celui de l'adversaire.","Each side has its own graveyard (button at the bottom of their side): dead minions and cast spells end up there. Click it anytime to check it, yours or your opponent's."
tutorial.mulligan_intro,"Avant de commencer, tu peux ajuster ta main : clique une carte (jusqu'à 2 fois) pour l'échanger contre une nouvelle. Dans ce tutoriel, seules les cartes-ressource Chair sont échangeables, pour ne pas perturber les prochaines leçons, tu vas devoir en échanger une pour continuer.","Before you begin, you can adjust your hand: click a card (up to twice) to swap it for a new one. In this tutorial, only Flesh resource cards can be swapped, so the upcoming lessons aren't disrupted, you'll need to swap one to continue."
tutorial.mulligan_guided,"Échange obligatoirement l'une des cartes Chair surlignées : clique dessus pour la remplacer par une nouvelle.","You must swap one of the highlighted Flesh cards: click it to replace it with a new one."
tutorial.hint_mulligan_swap,"Clique une carte Chair surlignée pour l'échanger","Click a highlighted Flesh card to swap it"
tutorial.welcome,"Bienvenue sur Wyrdane ! Le but est simple : réduis les HP du héros adverse à 0 avant qu'il ne fasse de même. Chaque camp a son héros (en haut), son plateau et sa main.","Welcome to Wyrdane! The goal is simple: reduce the enemy hero's HP to 0 before they do the same to you. Each side has its own hero (top), board and hand."
tutorial.resource_intro,"Avant de jouer des serviteurs ou des sorts, il te faut du mana. Joue la carte-ressource « Chair » de ta main dans la zone surlignée : elle ajoute 1 mana Mort-Vivant, une seule fois par tour.","Before playing minions or spells, you need mana. Play the resource card ""Flesh"" from your hand into the highlighted zone: it adds 1 Undead mana, once per turn."
tutorial.minion_intro,"Bien joué ! Pose maintenant ton Zombie dans la rangée Avant surlignée. Certaines cartes exigent l'Avant ou l'Arrière, d'autres sont Hybrides et vont où tu veux.","Well done! Now play your Zombie into the highlighted Front row. Some cards require Front or Back, others are Hybrid and can go either way."
tutorial.end_turn_intro,"Quand tu as fini de jouer, clique sur « Fin du tour » pour laisser l'adversaire jouer.","When you're done playing, click ""End Turn"" to let your opponent play."
tutorial.enemy_turn_intro,"C'est au tour de l'adversaire. Regarde ce qu'il pose sur son plateau, tu ne peux rien faire tant que ce n'est pas ton tour.","It's the opponent's turn. Watch what they play on their board, you can't act until it's your turn again."
tutorial.turn2_resource,"Nouveau tour : joue une deuxième carte-ressource pour augmenter ton mana maximum à 2.","New turn: play a second resource card to raise your maximum mana to 2."
tutorial.attack_intro,"Pour attaquer, clique sur ton serviteur puis sur la cible ennemie. Ton Zombie peut attaquer le Zombie adverse en rangée Avant : les deux subiront des dégâts.","To attack, click your minion then the enemy target. Your Zombie can attack the enemy Zombie in the Front row: both will take damage."
tutorial.taunt_intro,"Joue maintenant le Cadavre Errant. Il a le mot-clé REMPART : tant qu'il est en vie, il doit être attaqué en priorité, un bon bouclier pour ton plateau.","Now play the Wandering Corpse. It has the TAUNT keyword: while it's alive, it must be attacked first, a solid shield for your board."
tutorial.turn3_resource,"Encore un tour, encore une ressource : joue ta troisième carte-ressource pour atteindre 3 mana maximum.","Another turn, another resource: play your third resource card to reach 3 maximum mana."
tutorial.spell_intro,"Joue le Souffle Nécrotique et choisis le serviteur ennemi comme cible : c'est un sort, un effet immédiat qui part ensuite au cimetière.","Play Necrotic Breath and choose the enemy minion as its target: it's a spell, an immediate effect that then goes to the graveyard."
tutorial.enchantment_intro,"Il te reste 1 mana : joue le Murmure Funeste. C'est un Enchantement, il reste en jeu en permanence dans sa zone dédiée jusqu'à ce qu'il soit détruit, contrairement à un sort qui part directement au cimetière.","You have 1 mana left: play Doomed Whisper. It's an Enchantment, it stays in play permanently in its dedicated zone until destroyed, unlike a spell which goes straight to the graveyard."
tutorial.trigger_intro,"Joue le Servant Décharné. Il a un déclencheur d'Arrivée : son effet se déclenche automatiquement dès qu'il arrive sur le plateau.","Play the Gaunt Servant. It has an Arrival (OnPlay) trigger: its effect fires automatically the moment it enters play."
tutorial.finish_intro,"Tu connais l'essentiel ! Continue à jouer des cartes et à attaquer jusqu'à réduire le héros ennemi à 0 HP pour terminer ce tutoriel.","You know the basics now! Keep playing cards and attacking until the enemy hero's HP reaches 0 to finish this tutorial."
tutorial.complete,"Tutoriel terminé, bravo ! Le multijoueur et le deckbuilder sont maintenant débloqués. Retour au menu…","Tutorial complete, well done! Multiplayer and the deckbuilder are now unlocked. Returning to the menu…"
"Arrivée : Détruit tous les serviteurs ennemis ayant 3 points de vie ou moins.
Pacte 2 : Détruit tous les serviteurs ennemis ayant 5 points de vie ou moins à la place.","Arrivée : Détruit tous les serviteurs ennemis ayant 3 points de vie ou moins.
Pacte 2 : Détruit tous les serviteurs ennemis ayant 5 points de vie ou moins à la place.","Arrival: Destroy all enemy minions with 3 HP or less.
Pact 2: Destroy all enemy minions with 5 HP or less instead."
"Tous les serviteurs Humains alliés en rangée Arrière gagnent +1 ATK de façon permanente.","Tous les serviteurs Humains alliés en rangée Arrière gagnent +1 ATK de façon permanente.","All allied Human minions in the Back row permanently gain +1 ATK."
"Attaque : Le serviteur allié adjacent gagne +0/+1.","Attaque : Le serviteur allié adjacent gagne +0/+1.","Attack: The adjacent allied minion gains +0/+1."
"Deux serviteurs Humains alliés attaquent immédiatement un serviteur ennemi ciblé.","Deux serviteurs Humains alliés attaquent immédiatement un serviteur ennemi ciblé.","Two allied Human minions immediately attack a target enemy minion."
"Carnage : Quand un serviteur ennemi meurt, votre héros regagne 1 point de vie.","Carnage : Quand un serviteur ennemi meurt, votre héros regagne 1 point de vie.","Carnage: When an enemy minion dies, your hero regains 1 HP."
"Deuil : Quand un Humain Légendaire allié meurt, invoque immédiatement un Fantassin Aguerri 2/2 et un Milicien du Bourg 2/1 en rangée Avant.","Deuil : Quand un Humain Légendaire allié meurt, invoque immédiatement un Fantassin Aguerri 2/2 et un Milicien du Bourg 2/1 en rangée Avant.","Mourning: When an allied Legendary Human dies, immediately summon a Seasoned Footman 2/2 and a Town Militia 2/1 in the Front row."
"Arrivée : tous les serviteurs ennemis en rangée Arrière ne peuvent pas être ciblés par des sorts ennemis ce tour.","Arrivée : tous les serviteurs ennemis en rangée Arrière ne peuvent pas être ciblés par des sorts ennemis ce tour.","Arrival: all enemy minions in the Back row cannot be targeted by enemy spells this turn."
"Résonance : Chaque fois qu'un serviteur Humain allié attaque, tous vos serviteurs alliés gagnent +1 ATK de façon permanente.","Résonance : Chaque fois qu'un serviteur Humain allié attaque, tous vos serviteurs alliés gagnent +1 ATK de façon permanente.","Resonance: Whenever an allied Human minion attacks, all your allied minions permanently gain +1 ATK."
"COMMANDEMENT
Dernier Souffle : Ressuscite jusqu'à 5 serviteurs Humains alliés morts avec 1 point de vie en rangée Avant.","COMMANDEMENT
Dernier Souffle : Ressuscite jusqu'à 5 serviteurs Humains alliés morts avec 1 point de vie en rangée Avant.","COMMAND
Deathrattle: Resurrect up to 5 dead allied Human minions with 1 HP in the Front row."
"COMMANDEMENT","COMMANDEMENT","COMMAND"
"Guérit l'Infection sur un serviteur allié ciblé.","Guérit l'Infection sur un serviteur allié ciblé.","Heals Infection on a target allied minion."
"Présence : Un allié invoqué dans une rangée pleine est placé dans l'autre rangée au lieu d'échouer.","Présence : Un allié invoqué dans une rangée pleine est placé dans l'autre rangée au lieu d'échouer.","Presence: An ally summoned into a full row is placed in the other row instead of failing."
"Présence : Vos serviteurs alliés reçoivent 2 dégâts de moins de toute source (minimum 1).","Présence : Vos serviteurs alliés reçoivent 2 dégâts de moins de toute source (minimum 1).","Presence: Your allied minions take 2 less damage from any source (minimum 1)."
